Title,Body
"MIME type to satisfy  HTML, email, images and plain text?","<p>The answer to <a href=""https://stackoverflow.com/q/3902455/1105015"">Mail multipart/alternative vs multipart/mixed</a> suggests that attachments should be peers of the <code>multipart/alternative</code> message, like:</p>

<ul>
<li>multipart/mixed

<ul>
<li>multipart/alternative

<ul>
<li>text/plain</li>
<li>text/html</li>
</ul></li>
<li>some/thing (disposition: attachment)</li>
<li>some/thing (disposition: attachment)</li>
<li>...</li>
</ul></li>
</ul>

<p>I'd like to send email with an html part with some inline images and a plain text alternative. What is the preferred MIME layout for the various parts? A couple of options appear in example code and in other questions, but which have worked best in practice? My inclination is this:</p>

<ul>
<li>multipart/alternative

<ul>
<li>text/plain</li>
<li>multipart/related

<ul>
<li>text/html (referencing the images by cid)</li>
<li>image/gif</li>
<li>image/gif</li>
<li>...</li>
</ul></li>
</ul></li>
</ul>

<p>That way, the images are clearly for the purpose of rendering the html part. A full example of this would be:</p>

<pre><code>From: Rich Example &lt;rich-example@example.org&gt;
To: A Recipient &lt;recipient@example.org&gt;
Subject: An example of email with images and a plain alternative
MIME-Version: 1.0
Content-Type: multipart/alternative; boundary=""outer-boundary""

This is a MIME-encoded message. If you are seeing this, your mail
reader is old.
--outer-boundary
Content-Type: text/plain; charset=us-ascii

This message might make you :) or it might make you :(

--outer-boundary
MIME-Version: 1.0
Content-Type: multipart/related;
  type=""text/html""; start=""&lt;body@here&gt;""; boundary=""inner-boundary""

--inner-boundary
Content-Type: text/html; charset=us-ascii
Content-Disposition: inline
Content-ID: &lt;body@here&gt;

&lt;html&gt;
 &lt;body&gt;
  This message might make you
  &lt;img src=""cid:smile@here"" alt=""smile""&gt;
  or it might make you
  &lt;img src=""cid:frown@here"" alt=""frown""&gt;
 &lt;/body&gt;
&lt;/html&gt;

--inner-boundary
Content-Type: image/gif
Content-Disposition: inline
Content-Transfer-Encoding: base64
Content-ID: &lt;smile@here&gt;

R0lGODlhEAAQAKEBAAAAAP//AP//AP//ACH5BAEKAAIALAAAAAAQABAAAAIzlA2px6IBw2
IpWglOvTahDgGdI0ZlGW5meKlci6JrasrqkypxJr8S0oNpgqkGLtcY6hoFADs=

--inner-boundary
Content-Type: image/gif
Content-Disposition: inline
Content-Transfer-Encoding: base64
Content-ID: &lt;frown@here&gt;

R0lGODlhEAAQAKEBAAAAAAD//wD//wD//yH5BAEKAAIALAAAAAAQABAAAAIzlA2px6IBw2
IpWglOvTahDgGdI0ZlGW5meKlci75drDzm5uLZyZ1I3Mv8ZB5Krtgg1RoFADs=

--inner-boundary--

--outer-boundary--
</code></pre>
"
"install perl module Net::SSLeay through cpan","<p>I have tried to install Net::SSLeay though cpan to install Email::Send::SMTP::TLS but I am getting the following error.</p>

<pre><code>cpan[5]&gt; install Net::SSLeay
Running install for module 'Net::SSLeay'
Running make for M/MI/MIKEM/Net-SSLeay-1.49.tar.gz
  Has already been unwrapped into directory /home/ubuntu/.cpan/build/Net-SSLeay-1.49-VDZ57t
Could not make: Unknown error
Running make test
  Can't test without successful make
Running make install
  Make had returned bad status, install seems impossible
</code></pre>
"
"Laravel Mail::send how to pass data to mail View","<p>How can i pass data from my <strong>Controller</strong> to my customized mail <strong>View</strong> ?</p>

<p>Here's my <strong>controller</strong>'s send mail method :</p>

<pre><code>$data = array($user-&gt;pidm, $user-&gt;password);
Mail::send('emails.auth.registration', $data , function($message){
$message-&gt;to(Input::get('Email'), 'itsFromMe')
        -&gt;subject('thisIsMySucject');
</code></pre>

<p>Here's my emails.auth.registration <strong>View</strong></p>

<pre><code>&lt;p&gt;You can login into our system by using login code and password :&lt;/p&gt;
&lt;p&gt;&lt;b&gt;Your Login Code :&lt;/b&gt;&lt;/p&gt; &lt;!-- I want to put $data value here !--&gt;
&lt;p&gt;&lt;b&gt;Your Password :&lt;/b&gt;&lt;/p&gt;   &lt;!--I want to put $password value here !--&gt;
&lt;p&gt;&lt;b&gt;Click here to login :&lt;/b&gt;&amp;nbsp;www.mydomain.com/login&lt;/p&gt;
</code></pre>

<p>Thanks in advance.</p>
"
"gmail html email background color","<p>IS there any way to put color as background in HTML email for gmail?</p>

<p>I used this for making body background grey but it doesnt work</p>

<pre><code>&lt;body leftmargin=""0"" topmargin=""0"" marginwidth=""0"" marginheight=""0"" bgcolor=""#e2e3e7"" style=""font-family:Arial, Helvetica, sans-serif;""&gt;
</code></pre>
"
"Get domain name from an email address","<p>I have an email address</p>

<pre><code>xyz@yahoo.com
</code></pre>

<p>I want to get the domain name from the email address. Can I achieve this with Regex?</p>
"
"Unable to import Python's email module at all","<p>I can't seem to import the email module at all. Every time I do it I get an error. I've tried uninstalling Python and reinstalling, but the email module just refuses to work. I've even done ""pip install email"" and it's still broken. I'm on Windows 7 Home Premium x64, running an x86 version of Python.</p>

<p>Here's what happens:</p>

<pre><code>c:\Users\Nicholas\Desktop&gt;python
ActivePython 2.7.2.5 (ActiveState Software Inc.) based on
Python 2.7.2 (default, Jun 24 2011, 12:21:10) [MSC v.1500 32 bit (Intel)] on win
32
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
&gt;&gt;&gt; import email
Traceback (most recent call last):
  File ""&lt;stdin&gt;"", line 1, in &lt;module&gt;
  File ""email.py"", line 1, in &lt;module&gt;
    import smtplib
  File ""C:\Python27\lib\smtplib.py"", line 46, in &lt;module&gt;
    import email.utils
ImportError: No module named utils
&gt;&gt;&gt;
</code></pre>

<p>EDIT: I've tried both Python from python.org and ActivePython, thinking ActivePython might work. Is there anyway to completely remove python and all its data and start 100% fresh maybe?</p>
"
"""[Errno 101] Network is unreachable"" when trying to send email using Django","<p>For some reason I am getting this error when trying to send an email (with gmail) using Django.</p>

<pre><code>[Errno 101] Network is unreachable
</code></pre>

<p>The weird part about this is that it only seems to happen when my web app is running on my server (bluehost). It works fine when locally.</p>

<p>Here are my email settings</p>

<pre><code>EMAIL_USE_TLS = True
EMAIL_HOST = 'smtp.gmail.com'
EMAIL_HOST_USER = 'email@gmail.com'
EMAIL_HOST_PASSWORD = 'FakePassword'
EMAIL_PORT = 587
</code></pre>

<p>Any idea as to how I can fix this?</p>
"
"Python Variable in an HTML email in Python","<p>How do I insert a variable into an HTML email I'm sending with python? The variable I'm trying to send is <code>code</code>. Below is what I have so far.</p>
<pre><code>text = &quot;We Says Thanks!&quot;
html = &quot;&quot;&quot;\
&lt;html&gt;
  &lt;head&gt;&lt;/head&gt;
  &lt;body&gt;
    &lt;p&gt;Thank you for being a loyal customer.&lt;br&gt;
       Here is your unique code to unlock exclusive content:&lt;br&gt;
       &lt;br&gt;&lt;br&gt;&lt;h1&gt;&lt;% print code %&gt;&lt;/h1&gt;&lt;br&gt;
       &lt;img src=&quot;http://example.com/footer.jpg&quot;&gt;
    &lt;/p&gt;
  &lt;/body&gt;
&lt;/html&gt;
&quot;&quot;&quot;
</code></pre>
"
"What is the RFC 822 format for the email addresses?","<p>I have to make a regular expression for the email addresses (RFC 822) and I want to know which characters are allowed in the local part and in the domain.</p>
<p>I found this <a href=""https://www.rfc-editor.org/rfc/rfc822#section-6.1"" rel=""noreferrer"">https://www.rfc-editor.org/rfc/rfc822#section-6.1</a> but I don't see that it says which are the valid characters.</p>
"
"Best practices: Sending email on behalf of users","<p>The company I work for provides testing services for the healthcare industry.  As part of our services, we need to send email to our clients' employees.  Typically, these are temp, part-time, or contract employees, and so have private email addresses (eg Hotmail, GMail, Yahoo!, etc).</p>

<p>Up to now, we've been sending from an internal address, but this means that replies come back to us when employees aren't paying attention or don't know to send queries to our clients.  I'd like to change this, so that the person who requests that the email is sent is the person that is replied to.</p>

<p>We've used reply-to: in the past, but it seemed to cause additional mail to be trapped by spam filters.  </p>

<p>I've been reading about sender: and on-behalf-of: headers, and was wondering what the current best-practice was for sending email in a scenario where we need to send email such that the reply goes to a domain we don't control.</p>
"
"Sending mail using Outlook where the Send method fails","<p>I use this code to send email from Excel:</p>

<pre><code>Sub Mail_workbook_Outlook_1()
'Working in Excel 2000-2013
'This example send the last saved version of the Activeworkbook
'For Tips see: http://www.rondebruin.nl/win/winmail/Outlook/tips.htm
    Dim OutApp As Object
    Dim OutMail As Object

    Set OutApp = CreateObject(""Outlook.Application"")
    Set OutMail = OutApp.CreateItem(0)

    On Error Resume Next
    With OutMail
        .to = ""ron@debruin.nl""
        .CC = """"
        .BCC = """"
        .Subject = ""This is the Subject line""
        .Body = ""Hi there""
        .Attachments.Add ActiveWorkbook.FullName
        'You can add other files also like this
        '.Attachments.Add (""C:\test.txt"")
        .Send ' &lt;--------------------------------This is causing troubble
    End With
    On Error GoTo 0

    Set OutMail = Nothing
    Set OutApp = Nothing
End Sub
</code></pre>

<p>The problem is that <code>.Send</code> is not recognized as an object (or method).</p>

<p>Other commands are working (i.e. Display, Save).</p>

<p>I believe this error exists because of security systems at my work. I have even tried using CDO and it is not working ether.</p>
"
"Testing email sending in Django","<p>I need to test that my Django application sends e-mails with correct content. I don't want to rely on external systems (like an ad-hoc <a href=""https://mail.google.com/mail/"" rel=""noreferrer"">gmail</a> account), since I'm not testing the actual e-mail service...</p>

<p>I would like to, maybe, store the emails locally, within a folder as they are sent.
Any tip on how to achieve it?</p>
"
"PowerShell Exception calling ""Send"" with ""1"" argument(s): ""Failure sending mail.""","<p>I am running into the following error when running this script:</p>

<p>Exception calling ""Send"" with ""1"" argument(s): ""Failure sending mail.""</p>

<pre><code>#Variables to configure
$MailServer = ""domain.com""
$ReportSender = ""email@domain.com""
$ReportRecipient = ""email@domain.com""
$MailSubject = (""yourdomain.local exchange2010 Mailbox Report for "" + $MailServer + "" - "" + ( get-date ).ToString('yyyy/MM/dd'))

#SendEmailFunction
Function send-mailmessage
{ param($smtphost,$htmlFileName)
$smtp= New-Object System.Net.Mail.SmtpClient $smtphost
$msg = New-Object System.Net.Mail.MailMessage $ReportSender, $ReportRecipient, $MailSubject, (Get-Content $htmlFileName)
$msg.isBodyhtml = $true
$smtp.send($msg)
}

$exdata = Get-MailboxStatistics -Server $MailServer | Sort-Object TotalItemSize -descending | Select-Object DisplayName, ItemCount, TotalItemSize, Database, StorageLimitStatus

$fileName = ""exchange2010Report.html""
New-Item -ItemType file $fileName -Force

# HTML start
Add-Content $fileName ""&lt;html&gt;""

# HEAD start
Add-Content $fileName ""&lt;head&gt;""

add-content $fileName '&lt;STYLE TYPE=""text/css""&gt;'
add-content $fileName  ""&lt;!--""
add-content $fileName  ""td {""
add-content $fileName  ""font-family: Tahoma;""
add-content $fileName  ""font-size: 11px;""
add-content $fileName  ""border-top: 1px solid #999999;""
add-content $fileName  ""border-right: 1px solid #999999;""
add-content $fileName  ""border-bottom: 1px solid #999999;""
add-content $fileName  ""border-left: 1px solid #999999;""
add-content $fileName  ""padding-top: 0px;""
add-content $fileName  ""padding-right: 0px;""
add-content $fileName  ""padding-bottom: 0px;""
add-content $fileName  ""padding-left: 0px;""
add-content $fileName  ""}""
add-content $fileName  ""body {""
add-content $fileName  ""margin-left: 5px;""
add-content $fileName  ""margin-top: 5px;""
add-content $fileName  ""margin-right: 0px;""
add-content $fileName  ""margin-bottom: 10px;""
add-content $fileName  """"
add-content $fileName  ""table {""
add-content $fileName  ""border: thin solid #000000;""
add-content $fileName  ""}""
add-content $fileName  ""--&gt;""
add-content $fileName  ""&lt;/style&gt;""

# HEAD end
Add-Content $fileName ""&lt;/head&gt;""

# HEAD start
Add-Content $fileName ""&lt;body&gt;""

# TABLE start
Add-Content $fileName ""&lt;table width='100%'&gt;""

# TABLE Header
Add-Content $fileName ""&lt;tr bgcolor='#7C7C7C'&gt;""
Add-Content $fileName ""&lt;td width='35%'&gt;DisplayName&lt;/td&gt;""
Add-Content $fileName ""&lt;td width='10%'&gt;ItemCount&lt;/td&gt;""
Add-Content $fileName ""&lt;td width='10%'&gt;TotalItemSize&lt;/td&gt;""
Add-Content $fileName ""&lt;td width='25%'&gt;Database&lt;/td&gt;""
Add-Content $fileName ""&lt;td width='20%'&gt;StorageLimitStatus&lt;/td&gt;""
Add-Content $fileName ""&lt;/tr&gt;""

$alternateTableRowBackground = 0

# TABLE Content
while($alternateTableRowBackground -le $exdata.length)
{
if(($alternateTableRowBackground % 2) -eq 0)
{
Add-Content $fileName ""&lt;tr bgcolor='#CCCCCC'&gt;""
}
else
{
Add-Content $fileName ""&lt;tr bgcolor='#FCFCFC'&gt;""
}
Add-Content $fileName (""&lt;td width='30%'&gt;"" + $exdata[$alternateTableRowBackground].DisplayName + ""&lt;/td&gt;"") 
Add-Content $fileName (""&lt;td width='10%'&gt;"" + $exdata[$alternateTableRowBackground].ItemCount + ""&lt;/td&gt;"")
Add-Content $fileName (""&lt;td width='15%'&gt;"" + $exdata[$alternateTableRowBackground].TotalItemSize + ""&lt;/td&gt;"")
Add-Content $fileName (""&lt;td width='25%'&gt;"" + $exdata[$alternateTableRowBackground].Database + ""&lt;/td&gt;"")
#BelowLimit or NoChecking
if(($exdata[$alternateTableRowBackground].StorageLimitStatus -eq ""BelowLimit"") -or ($exdata[$alternateTableRowBackground].StorageLimitStatus -eq ""NoChecking""))
{
Add-Content $fileName (""&lt;td bgcolor='#007F00' width='20%'&gt;"" + $exdata[$alternateTableRowBackground].StorageLimitStatus + ""&lt;/td&gt;"")
}
#IssueWarning
if($exdata[$alternateTableRowBackground].StorageLimitStatus -eq ""IssueWarning"")
{
Add-Content $fileName (""&lt;td bgcolor='#7F7F00' width='20%'&gt;"" + $exdata[$alternateTableRowBackground].StorageLimitStatus + ""&lt;/td&gt;"")
}
#ProhibitSend or MailboxDisabled
if(($exdata[$alternateTableRowBackground].StorageLimitStatus -eq ""ProhibitSend"") -or ($exdata[$alternateTableRowBackground].StorageLimitStatus -eq ""MailboxDisabled""))
{
Add-Content $fileName (""&lt;td bgcolor='#7F0000' width='20%'&gt;"" + $exdata[$alternateTableRowBackground].StorageLimitStatus + ""&lt;/td&gt;"")
}
Add-Content $fileName ""&lt;/tr&gt;""

$alternateTableRowBackground = $alternateTableRowBackground + 1
}
# Summe Mailboxsize
Add-Content $fileName ""&lt;tr bgcolor='#7C7C7C'&gt;""
Add-Content $fileName (""&lt;td width='30%'&gt;&lt;/td&gt;"") 
$tempdata = MailboxStatistics -Server $MailServer | %{$_.ItemCount} | Measure-Object -Sum
Add-Content $fileName (""&lt;td width='10%'&gt;"" + ($tempdata | Select-Object -expand Sum) + ""&lt;/td&gt;"")
$tempdata = MailboxStatistics -Server $MailServer | %{$_.TotalItemSize.Value.ToMB()} | Measure-Object -Sum
Add-Content $fileName (""&lt;td width='15%'&gt;"" + ($tempdata | Select-Object -expand Sum) + "" MB&lt;/td&gt;"")
Add-Content $fileName (""&lt;td width='25%'&gt;&lt;/td&gt;"")
Add-Content $fileName (""&lt;td width='20%'&gt;&lt;/td&gt;"")


#TABLE end
Add-Content $fileName ""&lt;/table&gt;""

# HEAD end
Add-Content $fileName ""&lt;/body&gt;""

# HTML end
Add-Content $fileName ""&lt;/html&gt;""

send-mailmessage $MailServer $fileName
</code></pre>

<p>The report is generated fine and the file gets generated but it will not an email out and I get the error. Not sure exactly why I am getting it. Thanks in advance! </p>
"
